,text,sentiment_value
14989," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
14990,"I have come to the conclusion that a triolet, while only 8 lines, is a very hard form to do well and make interesting.",pos
14991,I cant get no long robe like this ...Ill be trying to come downstairs or something all sexy and shit and bust my...  ,pos
14992," : Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have... ",neu
14993,"I've never actually taken a weekend to play through a game before, I usually just play for an hour or two every day...  ",pos
14994, : Respect homie !  ,pos
14995,Germany faces fresh election after the Free Democrats withdraw from coalitions talks   ,pos
14996,"What's On, Nov 19: Cinzano's 260th anniversary, classical Spanish music, and a mystery thriller play -...  ",pos
14997,Today on Mind VS Heart I battle the question WHY DO YOU KEEP YOUR GOALS A SECRET? Round 5 - Why do you keep your go...  ,neg
14998, : A Class Girls Team Just Dance Performance!!  ,neu
14999," : so up until now it was all backup dancers and no wow factor, BTS will really blow everyone away putting on a full s... ",pos
15000, : This is absolutely disgusting behaviour from the stewards who work at  . Kicking a none local fan out just for s... ,neg
15001, : Way to hold them D!!! #PHIvsDAL,neu
15002, : Um is parliament okay  ,pos
15003," : ladies if your reading this, i pray that one day you find a man who loves you so much that you forget what it feels... ",pos
15004, : Correct!   #auspol #Adelaide              ... ,neu
15005,eat something that had a diary substance and now itching all over.,neu
15006, : #FreebieFriday #Win a Truffle & Rosemary Luxury Christmas Hamper from Savoursmiths  for a chance to win RT & follow... ,pos
15007, : A reminder that white folks who fuck or date outside their race can still be racist trash.  ,neg
15008,Gues who's #suicidal because rich people got scholarships but I didn't get a single one.,pos
15009, : 171119 ARMYs reaction on Twitter after BTS announced to be a performer on #AMAs #BTSxAMAs    ,neu
15010,jackson looking sad and bored is such a mood,neg
15011,either theyre performing now or its a group toilet break i dont trust anybody with the truth  ,neg
15012,I voted #PeckPalit to win b#PeckPalit est Solo Star in #SBSPopAsia's #SBSPopAsiaAwards 2017!...  ,pos
15013, : imagine if you loved yourself in the same way you loved another person; not caring about the flaws in the body or i... ,pos
15014,"Okay2 actually woke up late, and just now managed to get a good stream lol. I didn't see the red carpet, but from p...  ",pos
15015, : I love how girls with natural resting bitch faces immediately give you a heart warming smile when you give them a c... ,pos
15016,    You have nothing. No points and you refuse to accept the facts in Trumps statement. Oh an...  ,pos
15017, : Its wrestling season .. which means we gonna see a whole bunch of refs doin this   ,neu
15018," : Super excited to interview   soon on the   Red Carpet Live! Before that, I had to have a Mic Drop mome... ",pos
15019,You're a dangerous nun.,neg
15020," : #AMAs JIN FUCKING BLEW US A KISS IM SCREAMING AHSJSJSJSH 
#BTSxAMAs #BTSARMY #SEOKJIN   

 ",pos
15021, : LaVar Ball as well as the other UCLA players involved in shoplifting AND their families should be forever grateful... ,pos
15022,"""A Decision on the Keystone XL Pipeline and Black Friday Sales"" by THE NEW YORK TIMES via NYT The New York Times  ",neu
15023,                Dude...  ,neu
15024, :             You are all in the hands of NYPD n... ,neu
15025," : Kim Taehyung, a Shawn Mendes fanboy
#BTSxAMAs #AMAs  ",neu
15026," : 171120 Rachel Platten posted a photo with   RM, Jimin and J-hope #BTSxAMAs #AMAs LOL NAMJOONs FACE  (... ",pos
15027,"  Apparently, they want an echo chamber where only the chosen words can be spoken. A leftist circle jerk with no discourse",neg
15028," : Watching the #AMAs
Gonna be a historical moment for KPOP! 
#BTSxAMAs cant wait for them to kill that stage",neg
15029, : i don't understand why dudes think loving a chick is wack. like who do u expect to hold u down forever. ur homeboys? lm...,pos
15030," : This family found a kitten in the snow who was almost frozen solid. They didn't think he would survive, but he surp... ",pos
15031,"POND SLIME PInA COLADA:
- Add a shot of rum
- Add two scoops of pus
- Stir in three bundles of pond slime
Serve over ice",neu
15032," :   Very suspicious when High Court goes on holidays a week later until Feb next year, so anyone referred won... ",neg
15033,"Tyrod is an athlete, typical bills choosing to turn their back on the guy instead of work with him. The starting QB...  ",neu
15034,  Passively condoning is worse then one can imagine! It perpetuates zaniness and narcissism! Grow a pair an...  ,neg
15035, : Someone who drowns in 7 feet of water is just as dead as someone who drowns in 20 feet of water. Stop comparing tra... ,neg
15036,This is a mood. Idk if she's the mood or he is but this is a fucking mood lmaoooooo  ,neg
15037," : ladies if your reading this, i pray that one day you find a man who loves you so much that you forget what it feels... ",pos
15038,  Chiefs season is over. They aren't a playoff team.,neu
15039," : 15 MINUTOS HIJOS DE PUTA DENLE A MI HIJO LO QUE SE MERECE 

Im voting for   as New Artist of the Year... ",neu
15040," : In 2017, Alabama holds a referendum on a woman's right to choose versus a pedophile's right to molest children.",neg
15041,Having a huge nostalgic moment while Driving around & on Fort Meade  ,pos
15042, : They really just invented a new body position! Iconic!  ,neu
15043," : Just wrote this in an email to an aspiring writer: ""Some days I do strive to write 1,000 words by lunch. (I start a... ",neu
15044,It didn't take me long to find a challenge to overcome in the Minecraft tutorial world! View my screencast here:...  ,pos
15045," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
15046,"Yeah, Ill watch #SurvivorSeries when   isnt such a damn mess.  And, to think, I just paid my subscripti...  ",pos
15047," : Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposel... ",pos
15048, : Nigga flew cross the damn country w cheap fast food just to get called oomf on twitter... Yup yo seat in Hell has j... ,neg
15049,Have done this more than a few times... #theanswerisyes  ,neu
15050, : Another SaTzu car moments for u  and also a throwback for u to remind u that Tzuyu kissed Sanas hand when Sana... ,pos
15051,Forbes: A boat you can take anywhere: this origami-inspired kayak folds as small as a couch cushion  ,neu
15052,I've won a battle in  ! Join the fight now! #pixelgun3d #pixelgun #3d #pg3d #mobile #fps #shooter  ,pos
15053, : Wow. Red Velvet is changing KPop and I'm saying this unironically.  ,pos
15054," : Why would WSJ insult me by calling me ""a nazi,"" when I would NEVER call them ""fake news"" Oh well, I try so hard to... ",neg
15055," : Yet another Trumpglodyte who doesnt understand that a republic is a type of democracy, just like any type of gover... ",pos
15056, : Watch the boys of   find out   caught their #AMAs rehearsal and is a HUGE fan! #BTSxAMAs  ,pos
15057," : It's here.

Part 1 of ""OWO *Notices Your Legally Binding Contract*"" A Legal Primer for Furry Art Slaves!

 ",pos
15058,i haven't watched raw or smackdown or a ppv in like 3 months,pos
15059," : Alabama media company to Roy Moore: Go ahead, sue us  wed love to air your dirty laundry in court  ",pos
15060,"Comfort food and TV time. Have a good week, friends.",pos
15061, : Peek A Boo DEMO????  ,neu
15062, : how jack jack still a baby and we been waiting on this dam trailer for 10+ years  ,neu
15063, : A pic from the Teragram show last night. Thanks to Orian Williams for the pic.  ,pos
15064, : Do u ever see a text pop up & u reply to it in ur head & not in real life & then 6 hours later ur like oh swear i replied t...,pos
15065," : the year is 2008.

the time: 2:30 AM.

you awaken in a sweat.

a light illumates your dim room and a sound penetrat... ",neu
15066, : #TaxReform - Republicans think EVERYONE is stupid enough to believe theyre looking out for the working class.  B... ,neg
15067," : JK at BBMAs: eating biscuits

Jk at AMAs: eating again

Someone give this kid a little more food...

#AMAs ... ",pos
15068," : #RoyMoore is a gift to  . It's the ultimate win-win. If #Moore wins, there will be microphones and came... ",pos
15069, : we love a rob and misha  ,pos
15070, : Dropped outta school now we dumb rich  ,pos
15071," : I listened to OMD with my 2 y.o. daughters tonight. Every time there was a keyboard solo, one of them exclaimed, W... ",neu
15072, : me running to my room to see if a guy im talking to texted me back because i think he may be the one and then end... ,neu
15073, : he literally just has a bag of snacks  ,neu
15074,"When I finally got a hold of Amboo, he said: ""Normally every night mum always wanted to go home, as u know we feel...  ",neu
15075, : Im so glad that BTS is having fun and a good time! So excited for their performance  #AMAs #BTSxAMAs #ARMYxAMAs,pos
15076, : .  Go To Bed!   did not have to help out your Thieving Son Donald    Let the Next Am... ,neg
15077, : mama wants to be the ASIAN GRAMMY and this article used BTS as a main image but nowhere do they mention them at all... ,neu
15078, : Time to find out who is the best women's Champion of  ! #SurvivorSeries  ,pos
15079,I love my gf a lot,pos
15080," : The U.S. (read: Raytheon, Boeing, LockheedMartin) is manufacturing a famine in #Yemen. U.N. calls in worst humanitaria...",neg
15081, : If you think shoplifting from a store should be punished by 5 to 10 years in prison (it's between six months and a... ,neg
15082," : I think the words you're looking for are ""The thoughts & prayers of a grateful nation are with the families of the... ",pos
15083, : GOAL!   gets a piece of Staal's shot from the point! #NYR lead 2-0!,neu
15084,    Am so happy that everyone had a good time :) and we managed to have a dialogue going too,pos
15085, : why are people bashing on selena. do you guys no how nervous she was? this was her first performance in a very long... ,neg
15086, : HE BLEW A KIS SS S S  ,neu
15087,"HAPPY BIRTHDAY   !!! I love you soooo much, I hope you have a amazing birthday love",pos
15088,Enter for a chance get Yeezy Boost 350 V2 'Zebra'. #GOATBLACKFRIDAY    ,pos
15089,  Game on the line Gruden panics yelling audibles onto the field what a cluster fucking moron losers they are,neg
15090," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
15091,PSA: I shouldn't have to put my personal shit on social media but since people want to run their damn mouth instead...  ,neg
15092,"still in the discovery phase, trying to find my style. any feedback would be appreciated :D...  ",pos
15093,And in Saskatchewan when it's minus 40 something with a windchill making it much more worse. On their bicycles!!  ,neg
15094," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
15095," : BTS scores highest-charting #Hot100 hit for a K-pop group with ""DNA""    ",neu
15096," : Never
ignore
a
person
who
loves
and
cares
for
you,
because
one
day
you
may
realize
that
youve
lost
the
moon
while
counting...",pos
15097," : THIS IS WHY WE TAKE A KNEE.. THIS IS WHY WE SCREAM FUCK THE POLICE, THIS IS WHY WE SAY BLM, THIS IS WHY WE PROTEST,... ",neg
15098, : i just need a hug yo,pos
15099," : A Springdale man was arrested for the transport of a minor for sexual purposes, internet stalking of a child and fo... ",neg
15100,Christina has such a beautiful voice!,pos
15101, : IG || sienree: What a fuckin babe! niallhoran #ama #niallhoran  ,neu
15102, : Billionaire Ray Dalio is calling code red on the US economy after a study finds America's 3 richest men have more w... ,pos
15103," : Christians be advised - when dealing with a survivor of #SatanicRitualAbuse, please understand that the Bible, God,... ",pos
15104,Are twitter selfies a thing?  ,neu
15105,seeing tweets about skins makes me heart skip a beat,neu
15106,Couldve Ran Off On My Plug But Thats A Bitch Move,neg
15107, : Went from 0-2 to 8-2 like that  WHO DAT,pos
15108,"  we need a leader at the QB.  Forget about his bad decision yesterday,   is leader through...  ",neg
15109," : [MAMA #ARMYCloseTheGap] 10:30AM KST

#1 Song of The Year: +12 
#2 Best Dance Perf: -1.200M [+8K]
#2 Best Music Vide... ",pos
15110," : #Indira100
First cabinet 1966 -
Women cabinet ministers - 0

Second cabinet 1971-
Women cabinet ministers- 0

Third... ",neu
15111," : I've never heard someone say 
I did ardass for a daughter. 
Mostly when a daughter is born they will say koi ni aag... ",neu
15112," : Whos the 3rd one on the right?? He is a mighty fine, intelligent design  #AMAs #BTSxAMAs  ",pos
15113," : on the 12th day of xmas my choppa gave to me:
a 12 car garage
11 knives a slicin
10 bodies droppin (21)
9 bitches f... ",neg
15114, : bts are leaving as a group to go to the bathroom because they cant have only one of em meeting some singer. they al... ,neu
15115, : starboy is actually such a great album givE it a chance,pos
15116,I need a lil boo Or sumn this single life getting boring,neg
15117,4 Favorite Cheap Conditioners For Detangling Type 4 Natural Hair  ,pos
15118,  Im just tryna get these As first. Then be on bullshit ,neg
15119,      Im a classically trained SmartCast,neu
15120," : Victim: Al Franken did it.

Al Franken: Yea I did it.

Professional moron: NOOOOO it's fake.  ",neg
15121," : w h y
        d o
i
        a l w a y s

t h i n k
        o f   y o u 

e v e r y d a y  &

   e v e r y...",neu
15122, : I have family who voted for Donald Trump and they arent invited to our home this year for Thanksgiving. I refuse t... ,neg
15123," : Lena Dunham: 

1. Falsely accused a republican of rape. 

2. Said women never lie about being raped. 

3. Dismissed... ",neg
15124," : BoA representative who gave Jonghyun a lot of strength as a mentor 
HD: So you're still scared of her?
Jr: But she... ",pos
15125," : so up until now it was all backup dancers and no wow factor, BTS will really blow everyone away putting on a full s... ",pos
15126,It shouldnt matter how little they are being sold for. Its the fact that theyre being sold that is the problem.  ,neg
15127,  Aging like a fine wine! Or a cheese...,pos
15128, : Nothing quite like a rally cry from Commissioner   to lead the women of Team #RAW to victory!... ,neg
15129, : Thread. This block list targets good people. Dont fall for it. #Resist  ,pos
15130," : They were manufacturered in Puerto Rico. We've abandoned U.S. citizens, and it's going to kill many, many people.  ",neg
15131,Does a straw have one or two holes?,neu
15132," : #NetNeutrality Call To Action:

1 - tweet       calling on them to... ",neu
15133," : Ima take myself on a date, since the person I like playing games",pos
15134, : Just got through catching up with some old friends! I think RM likes my suit too! Thanks  ! Have a great per... ,pos
15135,"Happy birthday!!! Have a the best night, dont do anything I wouldnt do ;) xo  ",pos
15136," : #NetNeutrality Call To Action:

1 - tweet       calling on them to... ",neu
15137," : [  MAMA 8:30AM] 

Best Male Group: #2 [-2.217M] 
Best Dance: #2 [-1.185M] 
Best MV: #2 [-1.396M] 
... ",pos
15138,now that's what i call popular  ,pos
15139, : Starting a family that stays a family is one of my biggest goals in life,neu
15140, :   I bet   will have a tool set up soon to rally voters in key states.,neu
15141,        If you talk to the police department they will tell you classes...  ,neu
15142,    how is Kristi's claim wrong though. youre buddying up to a hitler fanboy!,neg
15143,  Hope youre having a beautiful Sunday too   ,pos
15144," : Today, you can be in the band! Theres a Snapchat Story in Discover covering our #AMAs journey from Seoul to LA!  ",neu
15145,ctfu  ,neu
15146,  It's a good thing your opinion don't count.,pos
15147," : Just a reminder that Republicans have still not done anything to reauthorize CHIP, which ensures health care covera... ",pos
15148," : *gets hit by a car* 

passerby: ""ARE YOU OKAY?""

me: ""please... i need my... phone""

*opens twitter*

me typing: ""LMFAO...",neu
15149, : Take a minute and read this  ,neu
15150,Ok but Mae and Leon should've had a support  ,pos
15151,somehow thought my A- was a C and i cried for a good 10 minutes thinking i did bad,neg
15152," : Your twitter stream looks like a parody account,  .",pos
15153," : BTS is gonna perform the 2nd last, there's still a lot more time! If you don't want to watch the entire show, let's... ",neg
15154,Every time I watch CBS Sunday Morning I add a point to my I.Q.! I learn something new or have a good cry about...  ,neg
15155, : All I ever wanted was a real nigga & a fat ass& i have neither ,neu
15156, : I will be loyal as fuck but once I get a feeling you on some other shit my ass single ,neg
15157," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
15158, : Just a little emotional after that   performance though...  #AMAs  ,pos
15159,The Apple Watch should have a rain multiplier on the move ring.,neu
15160, :              ... ,neu
15161, : All my friends are in a relationship and I'm just like  ,pos
15162," : Depression is NOT a choice. It is a scientifically-established medical condition.
Remaining ignorant to that fact i... ",neg
15163,people who never made the transition from Facebook to Twitter are a weird bunch. you can always tell who didn't.,neg
15164," : So how come Anupam Kher, self-decribed champion of gender equity has not said a word in defense of Deepika Paduko... ",pos
15165,I dont be having time like I use too I be busy af  Im take a break off fuck that shit,neg
15166,      It was a mess Miss.,neg
15167," : Heres what we do know: Hes a racist, a bigot, an admitted serial sexual assaulter & a proven liar. Sadly, youve... ",neg
15168, : Tbt to the day they said we were going to try this and we were like theres no way.... and 15 minutes later we pret... ,pos
15169,"92': Baylor takes a corner and has several chances, including a shot off the crossbar. Irish set up a goal kick.",pos
15170, : im still convinced its a dog with sunglasses  ,pos
15171,I love my bed but I'd rather be in yours.,pos
15172," : Just a reminder that Republicans have still not done anything to reauthorize CHIP, which ensures health care covera... ",pos
15173,I liked a   video   Why I HATE the FaZe House...,neg
15174, : A beautiful white peacock opening feathers  ,pos
15175,Hey   I thought Twitter wouldnt verify hateful and harassing accounts? Also this dude is a racist! He should b...  ,neg
15176," : #Marr : ""What was the National Debt as a % of GDP when the Conservatives can into power?""
Hammond: ""about 60%""
Marr... ",neg
15177," : Revamp for   x   
Likes & Retweets appreciated!!
HD IMAGE:    ",pos
15178,the Frats are losing it  ,neg
15179, : What I fear is a fruitless death. #TWD  ,neg
15180, : Herb & Ari having a boyyyy  ,neu
15181," :  
 
 
  ",pos
15182," : I cant stand blanket statements. I will never, My child WILL do x, y, z, I would never survive without... NE... ",neu
15183, : Behind the scenes of #AMAs getting for my performance in #Alaia  ,neu
15184, : Context: Giancarlo Stanton has a full no-trade clause. He has not spoken on the record about whether he would accep... ,neu
15185,class 77 had a pretty bad emo phase except i wasn't part of it,neg
15186," : A good leader takes a little more than his share of the blame, a little less than his share of the credit. Arnold H. Glasow(19...",pos
15187," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15188,      It's a typo on my phone for clearly. :) I'm surprised you couldn...  ,pos
15189,I liked a   video   360 Google Spotlight Story : Son of Jaguar,pos
15190, : .  kicks off the 2017 #AMAs on a very important note.   ,pos
15191,"Pls don't give ip voting, sensates!!! Sense8 Season 2 Netflix  ",pos
15192,I Need To Start A Business Or Something  This Working Everyday Stuff Is Not For Me,neu
15193," : [VID] 171119 Fantastic Duo 2 full episode with Ailee,Baek Jiyoung
Part 1  
Part 2  ",pos
15194,Robert Mugabe addresses the nation in a lengthy speech but he didnt resign  ,pos
15195,im tryna find a new show to binge watch drop suggestions,neg
15196,All that glitters ain't gold.. And all that shines bright ain't a diamond,pos
15197, : Thank you to the Trojan Faithful supporting us all season. You are a HUGE reason weve been undefeated in the Colis... ,pos
15198,seems like ima have to buy a puppy  ,pos
15199, : RT TO SAVE A LIFE! #AMAs  Livestream  ,pos
15200, : Getting your first degree after 23 is still an accomplishement. Starting a family after 35 is still beautiful. Buyi... ,pos
15201, : Can your mom go on a US tour?  ,neu
15202," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15203,"Screamtina screaming in 5, 4, 3, 2, 1 

GO!",neg
15204," : Just a reminder that Republicans have still not done anything to reauthorize CHIP, which ensures health care covera... ",pos
15205, : 25yrs ago #phish 11/19/92   - reld as haiti relief 2010 earthquake benefit   #allinthefa...,pos
15206, : No one criticizes Selena more than herself. I dont want her to feel upset or feel as though her performance wasnt... ,neg
15207,Marc  Staal with the goal. 2-0 #NYR,neu
15208,  One of the rich white folks who always attend to events like the Brock Lesnar guy and the guy who alway...  ,pos
15209,Beach was a little eerie today but still goof for a run and some reflection #selfcare #TreasureIsland  ,neg
15210," : LINKS FOR AMAs #BTSxAMAs
1.  
2.  
3.  
4.... ",neu
15211,I stay a,neu
15212," : I see that left wrist tape, doing it for our guy watching over us #DD20 strong. He'd be proud, keep up the grind ki... ",pos
15213," : Aigang Network stats: New smart policies: 4, total: 2204. Insurance pool contributions: 58.95 ETH,... ",pos
15214," : CAUSE I DUG MY KEY INTO THE SIDE OF HIS PRETTY LITTLE SOUPED UP FOUR WHEEL DRIVE, CARVED MY NAME INTO HIS LEATEHR S... ",pos
15215," : #BTSxAMAs
LINKS FOR AMAs SHOW
1.  
2.  
3.  
4.... ",neu
15216,2010-11 Juventus Home Shirt (Excellent) L  ,neu
15217,  So dont worry!! Theres hope for a happy future if you believe you can get there ,pos
15218, : Unwrap AMAZING with a new laptop this holiday season!  And check out how to #WIN a FREE laptop! #giveaway... ,pos
15219, : I'm a work in progress I'm not even through,pos
15220, :     He's on a racist roll today.,neg
15221," : wow, just an amazing coincidence that this means the House won't sit until after the New England by-election and th... ",pos
15222," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
15223," : [INFO] BTS will be the 16th performer out of a total of 17 teams, performing right before the finale 
#... ",neu
15224, : tnt asked people who they thought who would be the most popular artist of the night and bts had a 93% LMAOOOO SLAY #BTAx...,pos
15225,"Any man can sow the seeds, but it takes a farmer to raise it so it can produce good deeds!  ",pos
15226,Sad girl  ,neg
15227, : im still convinced its a dog with sunglasses  ,pos
15228," : Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposel... ",pos
15229, : A relative inadvertently donated my grandfathers photo journal from WWII to a Worcester-area Goodwill.  Ive done... ,neu
15230," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15231, : Remember when Obama demanded praise for getting Ryan Lochte and other swimmers out of that mess in Brazil? No? Well... ,neg
15232,"      It's a credible threat to RESPOND, which is a tool of saving lives.",neg
15233," : I appreciate that you wrote a whole article about it, but I think ""small penis"" would have sufficed.  ",pos
15234," : Once you buy into the idea that the earth is only 6000 years old, two of every kind of animal lived within walking... ",neu
15235,"#BBC bias is a disgrace. I recall the great days when Hugh Greene, brother of the novelist Graham Greene, was Direc...  ",neg
15236,I want a candle for my room that smells like a campfire,pos
15237,Right like even if she asked for a picture that doesn't give her the go ahead to do fuck all else. WHILST contribut...  ,neg
15238,"Uh-oh,   called a Superkick Party! during Usos vs The Bar.    and   might ha...  ",pos
15239, : AMAs LIVESTREAM RT TO SAVE A LIFE   ,pos
15240," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
15241," : In this economy?!?!??! is such a good response for everything.

hey how r u
IN THIS ECONOMY??

wanna go out fo... ",pos
15242,"RT ByRyanWood: On 14 passes when Ravens pressured Brett Hundley, he had a 6.2 passer rating. #Packers QB 5-14 for 4...  ",neg
15243,Dallas defense is flying to the ball thats a VERY good sign,pos
15244, : hey           what do you reckon about Bob Katter's plan to... ,neu
15245, : Y'all Get In Relationships For Fun & Sex & Social Media. I'm In This Shit For The Long Run. I wanna Get Married Hav... ,neg
15246, : jackson is literally on his phone as we speak he doesn't give a fjdndnkd,neu
15247, : Maine Mendoza draws a crowd that has never been seen on a Bench event! Yan ang PHENOMENAL! #MAINEXBenchUnderTheStars  ,neu
15248,"Obviously, you should have a grand master plan for her, the same way Celestia set you on the path that eventually made you a princess.",pos
15249, : I loveee a man that always wanna hug up on you and kiss you for no reason like yes baby come here ,pos
15250," : so how many guys is jimin gonna cause a gay crisis for tonight, just with these earrings alone  ",neg
15251, : Make it a habit to think positive,pos
15252," : OUR PRESIDENT IS A ROLE MODEL 4 THE WORST TYPE OF HUMAN BEING! HE LIES, HE GROPES, HE DEMEANS, HE EMBRACES A WHITE... ",neg
15253,You have lost your soul to the devil    ,neg
15254,  sure come on over. The wife doesn't like pie. And it's pumpkin pie. I ate two pieces already and now I have a stomach ache.,neg
15255," : Kim Davis denied this gay man a marriage license, and now he may run against her    ",neg
15256,"    Love you two!  Congratulations...enjoy, it's well deserved and a long time coming.",pos
15257, : RT TO SAVE A LIFE! #AMAs  Livestream  ,pos
15258," : Lady Gaga looking FIERCE at her own #AMAs mini-red carpet on the #JoanneWorldTour in Washington, D.C.  ",neu
15259, : Nigga jus ran like he was on a cartoon   ,pos
15260, : Note.  Going to buy a smoke machine for my bedroom so I can roll over each morning and try to look like Selena Gome... ,pos
15261,Shes a half step below original key and its making me uneasy #AMAs,neg
15262," : 5,242 users and 5,761 tweets (5651 RTs) in 9 minutes made #TSKTeaserFromNov30 a Trending Topic in India. #trndnl",neu
15263,my boyfriend is a gem,neu
15264, : ... If yall dont just get a big purse and come on  ,neu
15265," : If I send you a song to listen to and I get no response, whatever type of relationship we had is now dead.",neg
15266,"When   said when my minds fucked up, I just dont care at all. I just hope you pick up when its 2 or 3...  ",neg
15267," : If you're having a bad day, watch this  ",neg
15268," : Abundance Manual :D
#alexstrasza #kelthuzad #heroesofthestorm  ",pos
15269, : The best thing I love about being British is the fact that we all as a country were able to vote and force Gillian... ,pos
15270, : For the record - Senator   is still reviewing the #TaxReform bill on its merits. How he votes on it will h... ,pos
15271,"'Cause once they watch you rise they wanna watch you fall
And they'll all take a piece just like the Berlin wall
An...  ",pos
15272,            Love your example about lying...  ,pos
15273," : On the #AMAs red carpet with #SelenaGomez, who wore a custom Coach leather moto dress, quilted Dinky bag and embell... ",neu
15274," : I wish i could be a better me, for you.",pos
15275,i need a heavy pain med wheres my damn hydrocodone my back hurts like a bitch,neg
15276, :   Bet money she got a deleted at 10k IG page right now,neu
15277,"    The sign clearly reads:
""Stay off my walls, they are booby trapped, electrified, and...  ",neg
15278," : The time for apology is over. Lets skip right by and get the resignation part, shall we?  ... ",neg
15279,"Lucasi Hybrid L-H10 Original Genesis Blue and Metallic Silver Golf Style Technology Cue, 18.5-Ounce   #tech #STEM",pos
15280," : ATTN: US & UN Officials  There's NO waiting period for the victim to get a justice, after conviction of the perpetr... ",neg
15281," : The 4 Basic Elements of Self Care:
1. Water: The most important thing to drink.
2. Earth: Eat real food. Do it for... ",pos
15282,Saw a trailer for #WrinkleInTime and screamed at my tv. The cat isnt amused.,neg
15283, : Just got through catching up with some old friends! I think RM likes my suit too! Thanks  ! Have a great per... ,pos
15284,    No shit what a joke,neg
15285," : ""Theyve done a nice job for us the last couple of years. If this was a road game Id enjoy it.

Del Rio on playin... ",pos
15286,  Thanks for the follow. Much appreciated and have a great day!! I look forward to chatting with you in the future!,pos
15287," : In honor of the new The Incredibles 2 trailer, 
heres the most iconic scene from the first one.
A true milestone... ",pos
15288, : its a hard life when all you hear is Uft whos your pal? Whose the one on the left? Ur pals r hot!! hahaifuckingk...,neg
15289, : 2.55 crore children and 68.7 lakh pregnant women have been vaccinated in 4 phases of Mission Indradhanush  ,neu
15290,"Enjoy a wonderful, brand new week.  Good night & sweet dream friend's :)  ",pos
15291,I just entered for a chance to win a $50 Visa prepaid card with  .com  ,pos
15292,  Well its pathetic...especially when hes getting paid all hes getting paid... plus hes a role model,pos
15293,      Oh you must mean you're a Mac guy. It's great they only have a handful...  ,pos
15294, : the secret to having glowy skin is getting nutted on a lot,neu
15295," : ive lost interest in a lot of things & a lot of people lately, & it has honestly been the best thing for me- my li... ",pos
15296, : #GOT7s #Jackson looks so good in suit - you can tell even from a distance #AMAs  ,pos
15297,  so thankful to have found your Company. Truly an honor to be able to help so many others. A blessing indeed.,pos
15298, :                  ... ,neu
15299," : Dear  : As public servants, we help people because it is the right thing to do, not because we want... ",pos
15300,"Curse autocorrect! Where did it get Kanaka. It's Kamala, phone thanks. Sentiment the same. Various persons are cros...  ",neg
15301, : Can   just do like a little less. Just a little.,pos
15302," :   Congressmen.
Should there be a settlement, &  there have been many, its the American taxpa... ",neu
15303," : #ThingsPoliticiansShouldntSay
Grab em by the pussy
I moved on her like a bitch
Blood coming out of her wherever... ",neg
15304,C'mon now... Y'all took Randy Edsall back 6 years after he ditched you in Glendale without as much as a phone call.  ,neu
15305, : bts really did the best fanchant ive ever heard then namjoon proceeded to say its like a ritual im wheezing  ,pos
15306," : In this economy?!?!??! is such a good response for everything.

hey how r u
IN THIS ECONOMY??

wanna go out fo... ",pos
15307," : .  on   Red Carpet photos (PART 2)
#AMAs #BTSxAMAs  ",neu
15308,I'm calling a   cash-in... but on whom? #SurvivorSeries,neu
15309,"Lmao shit crazy & i miss u more, see u soon bitch  ",neg
15310,Bill Kristol Just Gave A Hilarious Response To Trumps Tweet About The Elephant Trophy Ban    ,neg
15311," : Hillary is not a sore loser.

1. Trump & Co. conspired with Russia and Wikileaks.

2. Russia hacked the DNC & Podes... ",pos
15312," : In her only TV performance of 2017, Selena Gomez just returned to the #AMAs stage with a bang:... ",neu
15313," : After China liberalized its economy, hundreds of millions escaped poverty. Once India moved toward economic freedom... ",neg
15314," : *NEW HOPE RESCUE * PETRIFIED #BROADWAY HAS BEEN BROUGHT TO THE #NYCACC AS A #STRAY! JUDGING FROM HIS BEHAVIOR,...  ",pos
15315,gen 4/5 were the peak of the games,neu
15316,I'm going through such a weird phase in life right now,neg
15317,Got my free chance to win 4-Piece Tire Set. Tons of wins here!   #instantwingame,pos
