user,text 
thehalfbreed11,@michellehall_az I hope theilen gets hurt
CBADTAV,Drink at CBAD.  
bjfrnz,@NFLonFOX how the hell does Ronde Barber still have a job?!?
billlabrie,"@Reverend_Scott @nakedlaughing At the theater: Instead of ""Excuse me, could I get by?"" do ""You'll never get anywher...  "
tmj_AZS_retail,"Want to work at O'Reilly Auto Parts? We're #hiring in #ApacheJunction, AZ! Click for details: #hiring #career...  "
ericagarcia2013,@stayceewin  
Arend_Sheree91,Chase finished stage 1 6th...but of course the other drivers/cars might as well not exist today
TheRealAlamoJoe,Over the past few decades many of America's children have been brain washed by the Liberal Left to be overly self a...  
tmj_phx_it,"Want to work at Cognizant? We're #hiring in #Phoenix, AZ! Click for details:   #IT #Job #Jobs #CareerArc"
TheRealMattMac,"I'm at Seamus McCaffrey's Irish Pub & Restaurant - @seamusmccaffrey in Phoenix, AZ  "
mypixie6_ivan,@Ryland_Adams where can i get those sweats cause i wanna be poppin too bih  
gbrady216,@Browns fuck you
mdittemore,"Can we finally move past the Gabbert experiment? If @AZCardinals don't go full rebuild mode next year, Carson is st...  "
thehalfbreed11,Rams took an L Im sad
jmannaz,So beautiful! We will be back in 2018!  
meagan_lee_e,"Love her & her hair  
Foil + Balayage combo for this beauty.
Also, FINALLY adding...  "
PatrickdEstaing,This :   
Eric_PadreFan,Lisa Rehberg completed BIKE. Time 06:09:31. Pace 18.20 miles/hr.   #IMAZ
VincentOrleck,"@ryantsonnenberg Ok cool, we will def get together for coffee when you get back "
RussiawithoutBS,@buttpraxis No big loss here.
Tstokey,These all look like fly outs. Then you turn the sound on and realize they were all crushed. #POW  
lydiawinford,Probably should just forfeit the rest of the season.  
HonorHealthJob,"Join the HonorHealth team! See our latest #job opening here:   #ICU #Scottsdale, AZ #Hiring"
mairelyurias,"so my parents were super young immigrants and didn't finish middle school in their home country, so growing up aski...  "
CAStoinev,"@PhilMackey listening to the show, here's a question. Why not let Teddy take the last snap of the game? Just to get...  "
Arend_Sheree91,Go get em Brad!!  
DrMarthaGulati,@DocSavageTJU @mmamas1973 @iamritu @AnastasiaSMihai @bcostelloMD @HeartOTXHeartMD @VietHeartPA @CaraCarahendry...  
SuperLooper12,"Girls know everything except what to get a guy for Christmas
Yall this is fr "
katemichellej,"Selling my Sunday Goldrush wristband for $80! Has $10 cash credit value for food, drinks, etc.."
AzSkyWatcher,"@dayburned lol  Sorry, can't do the elevation ...
But, thank you"
CrochetItAintS0,Is it normal for the orchestra to perform the national #anthem before an #opera?
CoachFoltz,Andy Foltz completed BIKE. Time 05:49:28. Pace 19.25 miles/hr.   #IMAZ
sean_chase,@yegor256 Haha nice
stevene__,I am so blessed to have been able to see this guy play this part.  
baseddayan_,"Don't focus on other people, they aren't going to matter in a couple of years."
NiqueBlanton,That's what happen when you don't bring in legit competition at Kicker
BuzzLightYeaar_,Many girls will RT this not realizing it's actually they mans  
socialrealtoraz,Bears are boo boo. So sad #myteamsucks
codyfosho,"deciding to start a lil early. #Fortnite 
#LIVE and Direct. Lets have some fun.

   "
MaeleighHoover2,@whydontwemusic I mean at least I apologized  Love you guys so much (:  
DJELEAZAR,"celebrity and DJ basketball game
#coredjs #coredjs #phx28 @ Camelback East, Phoenix  "
azmadame_x,@blakemurphy7 Going for it on 4th and 1 was a horrible decision.   We weren't even at mid-field.  That's on the coach.
TextraHealth,"Machine Learning for doctors... 
Forget the Tricorder, Jim- Well use the iPhone.

#ML #AI #healthcare #hcldr...  "
jasonmredman,What a pisser
dlunetta74,"When you have sworn off the ironman event, but missed him so much...  "
RickDizzzle24, 
Tylante,Washington is really good at screwing up the game and fucking me in fantasy at the same time.
Jordan_Light,@kevinannis I like that they're competitive and lose! Go get those draft picks!!
SpeedFreaks,We are in the need for some  ... bad! #Championship4 #NASCAR  
J_DriverIII,Tell me the Chiefs are not going to blow this game too the Giants OMG LOL
jonnay1979,Congrats @TraHolder0 on the win and the big game. So much fun watching the team effort. Go Devils!
jblakley4444,Were going #there!  A candid conversation on #race! Join the #live #national #conversation on #flyoverradio right...  
josephsfellows,@AZCardinals are TRASH. @BruceArians doesnt deserve to keep his job. Fire him before the end of the season.
RickDizzzle24,@AleciaD07 Dont think so 
NeemAzim,This kid Kamara is going to be so good. Not that he isnt already.
Xo_M0,@drewstanton dam those interception
PHX_USA_Sports,"Check out the Washington @ New Orleans on Yahoo Sports
  #phx"
brianrady32,  
KnightGambit,"Help us @creepypuppet 
Youre our only hope - WB"
legaleagle48,@JeffFlake @franklyj So why didn't you jump ship sooner?  You could have accomplished so much good for the country...  
thehalfbreed11,@michellehall_az Thats it no game day Saturday for you now we were going to invite you over
bujunic,"So I went to pizza festival yesterday. the pizza and beer were good, the lines long and the people chill ...  "
Section8Gora,What's everyone doing? #Hustlehoney #worklife #workflow #scottdale #smartwatch #fitbitionic #officework...  
DesertLover46,@AlexandraKylie4 Thanks for the follow
MattCordio,Great to be at a bar in Scottsdale commiserating with Cards fans on equally horrible seasons! 
Djleecole,Tonight  the only party is Vice Sundays 100prooflounge_  With Special Guest DJ @tea serna...  
saamross,ASAP Rocky just roasted my friend on his Instagram story. Amazing start to the day.
GeorgiaCifelli,@GretchenInOK @dhrxsol1234 @GeorgiaCifelli me to!
3dannyv,WHO DAT  
JennMcKinlay,Signing @poisonedpen and they have cookies!  
mackenzieharen,@Tabithahoyer_ i vote do it
Elmade,@howe887 @jpodhoretz Ethical behavior ?? Mans or Womens ?
marcus_ottosson,Marcus Westerlind completed BIKE. Time 05:53:04. Pace 19.05 miles/hr.   #IMAZ
mdittemore,"Instead of having a team of guys that are great in practice and can't catch in a game, can the @AZCardinals go with...  "
Green19Paula,"<pulls Cardinals shirt off, dons orange shirt> Go Suns! @Suns"
maariyya36,Im honestly so sad I bought the weekend pass & wont be able to go today & I really wanted to see @Malaamusic 
soteloeric,Billls game! - Drinking a Harvest Patch Shandy by @Leinenkugels @ EBDB-B&B     #photo
tmj_phx_hrta,"We're #hiring! Click to apply: Cashier -   #Cashier #Peoria, AZ #Veterans #Job #Jobs #CareerArc"
coleyhiles1,@YungStrappy Today! If Fox isn't firing him in the locker room right now then Connor officially has kompromat
soellee905,@1u10_0 ...  
RitaBelder,Fun day yesterday w/awesome people at the Rugged Maniac 5k Obstacle Race!!#ocr #ruggedmaniac #friends  
_Deezy13,Officially done Christmas shopping 
soellee905,@1u10_0 
stlcameron22,This might be the worst football game of the year #kcvsnyg
boogszace,@jxhnnydiablo Lmaoooo bro i have no idea but the shit is cutting deep 
Xo_M0,Changes need to happen ASAP!! This is unacceptable #brucearians what are you plans for incoming games..
KyleCaldwellAZ,Holy Skins Saints game!!
daylenreyess,"I wrote this record while 30,000ft in the Air"
tmj_phx_labor,"Interested in a #job in #Stanfield, AZ? This could be a great fit:   #Labor #Hiring #CareerArc"
itz_vanessa28,I so sad ...
sethjones17,"I was 8 when the Cardinals had their first winning season (1998) after they moved to Phoenix, in 1988.
It took 10 y...  "
mark1776again,@realDonaldTrump That ass should be Thanking President Trump himself. Show the classless dad he is.
RickDizzzle24,"Well, go @Broncos"
Angaaa9,The amount of moms that call me cute/handsome is alarming.   SOS
thesegirlsjack,@whydontwemusic So pumped!!! AND YOU GUYS ARE JUST AMAZING PEOPLE WITH SURPRISES UP THEIR SLEEVES!! 
VincentOrleck,@TheGreatGabbert Lol Gabbert is a proven commodity as a failure. We know what he can do. Theres literally no argum...  
courtneyy_rayy,yay for finding roommates!!!!
TheDirtNetwork,"Christy Georges-Barnett, Spencer Wilson, Jeff Larson, Alex Stanford & Jason Noll all enjoy Heat Race wins in the De...  "
kalevsan,@thedarksayings Amen!!
anthonyrziola,Time to intercept cousins
ReginaldB01,i got a bad heart yall better not piss me tf off  
lendseytellez,you girls go out of your way for temporary attention and I will never understand why
samlopezzzzzz,Lol woww
that1guyandre,ALVIN KAMARA
Killuminatti__,Finally beer o clock
1580TheFanatic,"#BirdGang falls to 4-6 on the season.  Jaguars up next, at home one week from today.  "
BigTreyTres_,Haha its bad when you lose to my texans   
1580TheFanatic,"#BirdGang falls to 4-6 on the season.  Jaguars up next, at home one week from today.  "
lendseytellez,like gross
tristonianboiii,Woke up and my snap story was me making out with a deer wtf happened last night
isaiahHorozco,Don't believe everything
Tylante,LMAO Bills
BonezyBeats,@zachbraff 
Xo_M0,Another game @AZCardinals loses  such a good start by terrible ending... lord
business_poodle,when my best friend does her homework and I have to refrain from texting her  
QBanitaAZ,@AZCardinals another missed opportunity! U r giving us another disappointing season! Come on!!!
lord_bj_,Dont trust deez hoezzz trust yaself
foxsports910,Anything w/ a pulse will beat what we just witnessed #AZvsHOU.  
zingerbats,#tigers #Prospect @22eaves swinging his @zingerbats during the mlbazfallleague #championship...  
baseddayan_,I don't care if you're feelings get hurt get over it
Marlafaith3,Really?!  Ugh..  
Serg_inzunza,Once you switch on someone like they did to you apparently then youre the bad guy oh wel I like the bad guy
evangie,@rjmalin I've tried to watch  - even before they went full nut job.  I get the magazines after and look at the fash...  
BonezyBeats,"Man, I've re-watched Scrubs so many times. I'm about to do's again."
TheOnealTometi,He swear he me.  
celestefaz,Why do my toes look like mini sausages??? 
PHX_USA_Sports,#Cardinals that was a bad game defense couldn't make plays left #Hopkins open couldn't stop the run #phx
andreamichelexo,okay now i want a burger  
daneequa22,Headed back to the Dessert!!!  
anthonyrziola,They are already in fg range wth defense
rockydunnam,When you got a sail at 11:00a but beat the Eagles at...  
WhoTFisJam,@JoeThe5how Roxie   
celestefaz,Why do my toes look like mini sausages rn??? 
luciacrousillat,i really have to get over que tan asquienta soy pero i cannottttttt asdfghjkl   
DEPS550,"Lost thoughts, feelings and emotions but never lost count."
gochaita,@SedanoESPN Miami would be superbowl contenders with him. Not favorite but legit chance imo
stellabella1908,This day just escalated hella fast.  
LionLensPhotoG,@VastMoyie @PvpiFrvnko @GUILDUSA @papasejo I will be there in spirit  i'm on a budget until after #CyberMonday
jeffk8900,@AdamHoge Yes there is. The defense dictated that they shouldnt be on the field.
mochibbyjen,"@idc_alyssa bitch that was you,,, im triggered"
dayburned,"@AzSkyWatcher Are you by any chance on oxygen ? I know it's none of my business, very little elevation changes are...  "
DGCareers,"See our latest #Phoenix, AZ #job and click to apply: STORE MANAGER in Phoenix, AZ -   #Diversity #Retail #Hiring"
tmj_phx_retail,"Can you recommend anyone for this #job? Retail Sales Representative -   #Retail #Phoenix, AZ #Hiring #CareerArc"
kyleighdaaawnx,Shouts to random who let me get on his shoulders during migos   
lord_bj_,Dont play yaself -DEEEEEJAAAAAAY KHALED
itz_vanessa28,Jesus please help him
pamfain5,You're going to wish shoplifting was the only crime you committed when Muller knocks on your door! Then comes all t...  
nickhanscome, 
MsDjHoodie,Paperwork!! Blah!!  
mark1776again,@FoxNews @realDonaldTrump @UCLA He should have. Obama would have left them.
sandecharles,My final thoughts on todays loss   
JAYOHINN,Lets go Gmen!
Tylante,That catch in the Giants game was wild.
rudysarzo,"Pastor, I am humbled by your words. Wishing you all of Gods blessings   "
rgnez80,".@terrycrews Actually you did give him a pass, you didnt beat the  out of him. He doesnt get now though. You roc...  "
michryan75,Friends forever...these kids are good!!! #PGAJLG  
toricanoose,"blessed to have a good job, a nice car, & friends who actually check up on me when they know Im going through shit "
Barryakers6,@brithume And the MSM will lose their minds.
Youngmx23,What a catch 
HandelAustin,Looking for a rave bae any takers??
tmj_phx_transp,"Want to work in #Glendale, AZ? View our latest opening: #hiring #career   #Job #Jobs #CareerArc"
mochibbyjen,"@idc_alyssa um girl sorry,,, wrong jen "
PHX_USA_Sports,#Cardinals lack of energy like they had to win this game it wasn't there vs #texans back to finding a QB remake this defense #phx
sincerely_joss,
cammschaetzle,that catch was crazy
ArmstrongLen,@packers Put a fork in the packers this year! Might as well keep Rogers out for rest of the year!  Dont pay to chance his health!
ReginaldB01,@Giants HOLY SHIT YES
justshreeeej,Thinking of you Pete Kelly. Today two years you left us. We miss you. Love you stud! #HEYNOW
LauraWilsonGal,"@WallaceR83 Yes, it's true. I am hoping that if I ever write my story it will help someone figure it out sooner, in...  "
anthonyrziola,Sacked!!!
yungjt17,"If you a true, youd vote for me #November19thGobbleGobbleYungJTistheCloutGod  "
sincerely_joss,The giants catch 
TaylorFoFaylor,Be there or be square  
marierie27,I don't have a phone so just contact me on here :(
AlissaBrunelli,When you go to Michaels for flowers but pass the googely eye aisle while youre there......  
cassmarie143,Picking up Kamara was one of the best fantasy football choices Ive ever made
HustleMadeHooKs,Camelback high school Celebrity Charity Basketball game. @ Camelback High School  
nothingissweet,nothings sweet...who this?  
AuttieLo," official_morley

#StreetArt #Morley #SundayAdventures @ Scottsdale Civic Center Park  "
Cynthiaaaa_13,Who tf is Devon jones cause he just sent me one  
ZachMcCormick,@HolderStephen You might have missed the catch of the year.
Crazee4TheCab,@BRANDONNNN13  
buttonlovesyou,The best put about working at the airport is watching families/friends greet their loved ones. Heartwarming reunions are good feels. :')
Dillon__Barrett,20
MikeGrose,"My oh my #ChiefsKingdom 

#KCvsNYG"
PGAjrLeague,Team Georgia  
SYLINABENZ,Good vibes
JennMcKinlay,Fabulous afternoon @poisonedpen with @Rhysbowen and @TimHallinan   
_mayalopez21,Lmaoooo David Alaba isnt gay   
Tylante,Only this team could blow a 2 TD lead with 4 mins left
sunflavorz,"
i need a Floor Supervisor at Vans in Paradise Valley

part time 20-25 hours a week
...  "
nataliee_alexis,Snapchat should have an option to add captions
Rebecca22470680, 
laceyrashea,sam just asked if an areola was a VEGETABLE
McCorke,WHAT A CATCH!!
J_DriverIII,Chiefs v Giants right now  
missgrumpypanda,.@serjtankian what is your favorite song you've made? Asking for a friend
rgnez80,"They had their chances, just couldnt capitalize or get their run game going.   "
JasonVeazey,How Redskins was that sequence? #WASvsNO
tmj_phx_hrta,"Interested in a #job in #Peoria, AZ? This could be a great fit:   #Server #restaurantlife #Veterans #Hiring #CareerArc"
docmurdock,"Folks theres never a need to ask if you can send me money  if you like what I am tweeting or saying in a video, u...  "
CarmenSD1,"@Darkspellbird Eeyup,it certainly is!! although my having the tv as an actual buy would have been better!anyway sis,u have a peaceful wknd"
Kountry_K,Bruh the redskins gonna redskin
Aya__Marie,You got this! Almost there!!!!   
babyyk_,Overtime! #WhoDatNation
marisaaugust,Me at work while someones yelling at me on the phone  
tmj_AZS_retail,"Want to work in #Mesa, AZ? View our latest opening:   #Retail #Job #Jobs #Hiring #CareerArc"
mammatoledos,Come on in and get some WHOLE PIES! We have some flavors we don't typically carry like a WHOLE...  
CHDyster,Yes we did!  
HustleMadeHooKs,"Camelback high school Celebrity Charity Basketball game.
 @YWESTWOOD @LadyKokane @ladykokane...  "
Murkemz,  
Kountry_K,Lmao that catch in the giants game was insane
parkergoodmann,I've been punked
TDMulhern,Rough game for the @AZCardinals but also @buddabaker32 and @RickySealsJones... Hell yeah. Looking forward to seeing...  
3bovdj,    
w2wdance,@TeagWall Where did you hang your Masters and PhD?
brittani_muiter,New York around Christmas/New Years is a dreammm I need to go
babyyk_,LMAOOOOthisovertimeshouldntbehappeningOOO
BrennanGerle,"Haunted Hotel. 

#fujixt20 #fujicrewaz #myfujifilm #blackandwhitephotography @ Jerome, Arizona  "
AntonioAngelo21,I am at that point in my kids halloween candy where a tootsie roll was my best option.
NoodlesCareers,"Can you recommend anyone for this #job? Shift Manager -   #RestaurantLife #Veterans #MilSpouse #Tempe, AZ #Hiring"
WriteOnRubee,Congrats! My tablemates won Lot 14. #mediainvite #azvasymposiums. @azvignerons...  
Crazee4TheCab,@BRANDONNNN13  
kmclea8,@thehill 
BrianCainPeak,Erin Cain completed BIKE. Time 05:55:47. Pace 18.91 miles/hr.   #IMAZ
giuseppepoggi,Gino Poggi completed BIKE. Time 05:48:52. Pace 19.28 miles/hr.   #IMAZ
tmj_azs_cstsrv,"We're #hiring! Click to apply: shift supervisor - Store# 06955, Southern Ave. & San Jose Ave. -...  "
tmj_phx_cstsrv,"See our latest #Phoenix, AZ #job and click to apply: shift supervisor - Store# 13213, 44TH ST. & THOMAS, PHOENIX -...  "
SpencerKietzman,Chiefs have just flat out gotten bad...
MulderRich,Am I missing something or are the Giants just AWFUL?
veedethe,"my cousin: yall feel like playing mario kart?!??
me: omg yessssss!!!!!!! 
him: yea me too l wish l had it 
bitch wtf lmao"
CAStoinev,Packers fans must've been pissed!!  
oscardelassalas,"THE HUSBANDS,... listed as such, and embraced by our community ......In memoriam of my long gone...  "
_PDaviD_,Yeah Lavar ball a GOAT...
andrewaziz711,RAAAAIIIIIDERRRRRSSSSSSS
_wyattb,@BackwoodBobby Addresses fake af
mhcypher,I care about #WildPlaces. Where do you want to see Nat Geo make an impact?  
Chizhiiknees,"Overtime Baby!
Let Go SAINTS!! 
#WhoDat  "
bullDOELZEr,I feel like I would have hella supporters if Dylan and I started dating
Crazee4TheCab,@BRANDONNNN13  
MulderRich,I was missing something. Nevermind.
Raiderella,Chiefs lost to a 1-8 record team 
andrewaziz711,#RaidersEnMexico
Froggie_Ted,Vikings win!!! 8-2.  Now lets get ready for a turkey day show down with the Lions!  
ZachZaborny,I did not see an overtime loss to the Giants happening when the day started. This stinks.
abkbundy,So uhhhhh. #GiantsPride
ken_riess,Tyler Hill completed BIKE. Time 05:47:13. Pace 19.37 miles/hr.   #IMAZ
BozenaWojciech2,@JackPosobiec  no way
kwajkori,Yasssss. These boys are killing the game I swear.  
TaylorFoFaylor,My fit was cute af yesterday and I didnt even grab a picture 
joeboo22,@TotalSoccerShow and what 1 (Yedlin) was called in during the WC qualifiers?
3bovdj,"     
    "
aliciakshay,@Nic_Errol I hated it at first then was indifferent and now might be slightly addicted 
Rebecca22470680,PASTOR PHIL DOOLEY  
Les_BL3W,Blessed to have made it to 21 today! 
KoubuPilot,"@ryno1185 ""I've been nothing but a mother to that girl. I locked her in her room, told her she was fat, and once I...  "
AJHoentz,@ILOVEPAIGEFOREV 
ReginaldB01,@RAIDERS DONT FUCK THIS UP PLEASE
QBanitaAZ,@AZCardinals can we get a discount on our season tickets????? #paywhenyouplay
Barryakers6,@brithume So easily avoided by the MSM.
weaktyrant_,@JNUT123  
OXCORBER,"GONNA THROW A FAT DOBSON REUION PARTY EVERYBODIES WELCOMED FROM DWEEBS TO THE LORDS, hit me for deats and bring any...  "
brittani_muiter, makes me cringe
ljmoray,Jin Yi Kwon completed BIKE. Time 06:03:56. Pace 18.48 miles/hr.   #IMAZ
ACmoney15,Watch out for the giants 2-8 baby 
dugan_amanda,"Wow both of the giants losses are to Denver and KC, just put that into perspective. Hopefully KC will lose 6 straight now"
FunSizedFarley,"Really amazing exhibition! @pshannahan visited Pompeii in October, but we were not able to get...  "
starpadilla,My sis and I were binge watching justdessertsau and decided we needed to get some macarons......  
tmj_AZS_banking,"Want to work in #Scottsdale, AZ? View our latest opening:   #Banking #Job #Jobs #Hiring #CareerArc"
Barryakers6,@TerezPaylor Chiefs fall to 6-4 and lose for the fourth time in five games.
FMWelt,"I won't be having that problem, my whole family doesn't like Trump and my brother doesn't follow politics or even t...  "
SashaNicolee9,@kimberlyweber_ This had me weak
KRamos1997,@itsbl0ndie when Davis first saw you walking down the isle. Ooooh girl my heart 
ianfluxsux,"Sometime this week. Be on the look out for a new song! Its been so long since Ive put anything out, and the weird...  "
Auburn_X,day 2 trying to not suck at factorio  
AaronPuetzGolf,When anyone talks to me about hockey - thats whats up!  
CodyMarkRankin,Chop Suey! by system of a down just came on a red hot chili peppers radio station on Apple Music.... I wouldnt say...  
readyforramos,need a gf
LizzyBryzzo,Trubisky aint workin to have other ppl lose the game @Mtrubisky10
kaails22,I LOVE when my friends invite me places with them 
CaptainNoHoes,No Kam. No Richard. Rookie corners for days. We are beat the fuckkkk up man 
dugan_amanda,Wow both of the giants wins are against Denver and KC hopefully KC will go out and lose 5 straight
shanna_greer,thanks goldrush   
remarkamike,"Google ""thanksgiving breakfast leftovers"". You can thank me later - at about noon on Friday, Nov 24th. 

P.S. if yo...  "
christianvavila,  
Ahh_ItsTiff,Cannot wait!!  
marisa_anne19,Everyone and their mom going to goldrush and Im over here waiting for decadence like  
GardJohanna,@LoveTrumps45 @MistyHPettway08 @3DTruth @Rosie @Quartziron @BlackWyvernArts @JoeSeiders @IvankaTrumpHQ depends on h...  
Tylante,No way Washington is winning this game.
thedrunks8n,"""Adventure is worthwhile"" @ Grand Canyon National Park  "
RadioCraig_,"On your 1's & 2's at whiskeyrowtempe for game #2! 

#phoenix #az #tempe #djlife...  "
dvalade,@NFL @Giants Anyone know why he wasnt allowed to advance into end zone? He wasnt touched after the catch occurred...
mathuramitk,Its open enrollment- this great insurance pgm active under Trump allows kids to stay on parents policy till age 26!  
laceyrashea,lmt if u wanna throw down for a place in mexico for sb!!!
JustinoHibbs,There is no camera that can truly capture the grandeur of this wonder. @ Grand Canyon North Rim...  
tmj_phx_health,Join the Department of Veterans Affairs team! See our latest #job opening here:   #Physician...  
thisfitgirljess,Stop #2 on three PSC17 recovery tour!  A tasty #CherryCordialStout from...  
NaayG_23,"you cut yo self off baby , i just play my role "
tmj_AZS_ACCT,"Can you recommend anyone for this #job in #Scottsdale, AZ?   #Accounting #Hiring #CareerArc"
WoulfeDevin,Broooo I miss football  
AdrianaMinaj_,I literally cant post shit on CG chat without someone taking it up the ass holy shit  
thesegirlsjack,@whydontwemusic YOU MADE MY DAY!! U GUYS ARE FULL OF SURPRISES! THANK YOU!!!   
tmj_phx_hrta,"See our latest #Peoria, AZ #job and click to apply: Bartender -   #Bartender #Veterans #Hiring #CareerArc"
WestByWesteros,"@TBBuccaneers No the ""icing on the cake"" was how much you paid those officials to not call that safety or give Miam...  "
MikeyBlomquist,@izzianderson @VonStroke Nice jacket
katteeey_,Im so bored 
dallopofdaysia,@t0mbola Nothing is wrong with it lol. People are just insecure and have internalized misogyny. 
robert_imtremor,My near death experience and journey through hospice.    
thesegirlsjack, 
AzSkyWatcher,"@realDonaldTrump No, you did the right thing 
lol  Mr. President, you know you are damned if you do and damned if...  "
cassmarie143,If I have one more Dallas fan text me about the game today Im gonna lose it
cvohlken,Who did it better?? #BearsvsLions #connorBarth #lions #bears  
gloryzone11,Found this yummy #chorizo at the Veg fest! Love it tastes really good! #supportlocal...  
mountainfound,"These two!
.
.
.
.
.
#arizona #sunset #sky #bestfriends #rescuepup #scoutmeoption @ Skull...  "
tmj_phx_mgmt,"See our latest #Tempe, AZ #job and click to apply: Business Systems Consultant 4 -   #BusinessMgmt #Hiring #CareerArc"
yungjt17,@mattaldridge15   
TheeeMann,I'm still living in @OfficialRezz set last night at Gold Rush. First time seeing her and she was AMAZING
clique_nick,I'm 26 yrs old and I just bought a pack of caprisun for myself #whatislife  
dahomes,@OldSchoolBYU @itschappy @bhein3 No.
jg_once,Has the time come?.....  @ShouseHouse15  
StevaFaranci,If you dont know know me personally dont act like you do
billmautino,"Live life for the moment, because everything else is uncertain...Louis Tomlinson"
MaliyaAnne_13,I LOVE MY BOYFRIEND AND I FUCKING LOVE RAGING  #GoldRushAZ  
cologne360,"I'm at Grandview Point in Grand Canyon, AZ  "
tmj_phx_acct,"We're #hiring! Read about our latest #job opening here: AR Clerk -   #Accounting #Phoenix, AZ #CareerArc"
VincentOrleck,"@TheGreatGabbert Lol! A twitter troll defending one of the all time worst NFL qbs, this is fantastic."
killroyofwce,"PSA: New video dropping tuesday Killroy503 Presents @moneydash & @pockettownchap ""RIDIN SLOW""...  "
erixkarteaga,"Two icons of our generation, im in shambles  "
bianc_taina,"Redskins, GET YOUR SHIT TOGETHER WTF"
Joshwughh,Im LIVID
StevaFaranci,If your not friends with me and dont know me personally dont act like you do
tmj_phx_sales,"We're #hiring! Read about our latest #job opening here: Bilingual Store Counter Sales -   #Glendale, AZ #CareerArc"
Shine_Sloan,@uninterrupted @LWillson_82 @Seahawks All us 12s should try short shorts too??!!
NiqueBlanton,I might officially retired from Fantasy Football after this year.  
The_Real_Sparky,Don't tell that columnist who last week said Fitzpatrick only had a job because of racism.  
HKylene,My name is kylene and I have mosaic Down syndrome. And am I proud of have DS. All I can say is I am loved and have...  
fxdedcreep,#wearpinkforpeep  
_haylayy,whoever decided to let GCU have the whole week off for thanksgiving .... bless your soul  
Mike_Cullen7,"Giants with the bitch move on that field goal. But really,  @adamcbest s Chiefs have been choke artists since he t...  "
jval1975,"@SenJohnMcCain @JeffFlake you must stand up against this sham of a tax bill. Middle class gets hurt while 1%, corporations reap benefits"
otytu,"@delayz_   Welp, We havent has be do it in about 2 weeks anyways... We will come back and make a hype episode soon."
danideangelis23,Sitting in my bed eating peanut butter and crackers makes me really wish I was home with my nana rt now
TheBoyWithClass,Hiking season Az 
7_Bert,@joepinaire @Suns Haha well said. Josh Jackson has super powers he doesnt know how to use yet. Next time youre in...  
mpavacichASU,Hahahahahahahaha I love the Giants  
Marlafaith3,"I couldve kicked that in my best heels....on my worst day
@ChicagoBears 
#CHIvDET  "
jiminyfarley,"Due to @NFL rules we cant let you finish watching the OT between @Saints and @Redskins 
Thanks @NFLonFOX "
tmj_phx_it,"If you're looking for work in #Phoenix, AZ, check out this #job:   #IT #Hiring #CareerArc"
Tylante,The Bills are playing the Chargers so no matter what they'll probably win this game.
Lalaonmars,need to watch the spongebob episodes where sandy starts her hibernation
mitchsteur,Bill Ogden completed BIKE. Time 05:48:43. Pace 19.29 miles/hr.   #IMAZ
SenatorBrittain,"This is Derek Ford. Derek Ford is the professor in this photo taken at Ben Davis High School in Indianapolis, India...  "
PatrickdEstaing,@TheRickWilson @UncleLuciano1 Sniffle.
Zero765P,@AngryJoeShow Not investing the time to familiarize the general audience with your heroes outside of the big 3 with...  
RMHS_Theatre,#ourpresident  
daleo_marco,Michael Tuttle completed BIKE. Time 06:05:41. Pace 18.39 miles/hr.   #IMAZ
Alex_Gilk,@1Sterl The Presto's are nuts
tmj_phx_nursing,"Want to work at Epic Health Services Inc.? We're #hiring in #Phoenix, AZ! Click for details:...  "
carpoolworld,#Carpool #Phoenix -> #Phoenix rideshare split costs  
dallopofdaysia,"i hate that all these actors, singers, directors i used to admire are turning out to be terrible people.  why there...  "
chadelsner,@SiriusXMFantasy Is Saints backfield best in NFL?
BlakeBenard,Bufaloooooooooooooooooooooo touchdown
SpeedFreaks,@KellyCrandall @Brendan62 Yup. 
thesegirlsjack, 
TheBoyWithClass,And yall still sleeping on my squad  #WhoDatNation
RachelDenae13,I wanna go on an adventure tonight
AirliftNurse,Thanks for talking about our #CVRatio tool at ur conference #vascularaccess #FOAMva #FOAMed #FOAMcc #FOAMus #POCUS  
rwlarter,"Sask. Roughriders/ well, you tempted fate all season and today it caught with you/Next year try going with your bes...  "
slimfitgenes,"No nut November is pure bullshit. Ill be eating my trail mix whenever the fuck I want, thank you very much"
ReginaldB01,FUCKING ROBERTS
EricSaenz7,@drewbrees I love you
JeromyABailey,"Mmm the second we got out of #California, gas prices became reasonable."
CaptainNoHoes,We gon miss yall  @RSherman_25 @Kam_Chancellor
joeboo22,"@luuu23 @MLSTransfers I was thinking that, that is one thing that sucks about young players abroad is you don't wan...  "
alzh8an,"@MassMirabelli Goretzka, Can, De Vrij, Messi  "
ItsHercules_,Im worry free about todays game lmao my team already got the W
GingerBeerdMan,It sucks when someone you love needs help and youre powerless to help.
Zero765P,"@AngryJoeShow Like NOBODY outside of people who are already fans knows Cyborg, the flash is more recognizable espec...  "
handraa_,Kandy flip tonight 
RonenGoddard,The Washington team is who we thought they were. @BraunFilm @ThisShowStinks
tmj_phx_retail,We're #hiring! Read about our latest #job opening here: Retail Merchandiser- Part Time -    
Mari_rangel97,Youre lucky I dont tell your bf you sneak around occasionally w your bd lol 
wfpsrun,"1 year ago on this exact date, I swam 3.8kms, cycled 180kms and ran...  "
Lunarfox_,I made out with a hot girl during excision so my night was pretty great
